19313,133.96,58.797,20.2,13.805,13.293,14.064,18.152,25.248,20.2
100.11,1.0914,1.0914,1.0914,1.0914,1.0914,1.0914,1.0914,1.0914,1.0914
86692,8653.4,229.45,63.195,32.515,23.188,16.891,18.928,19.97,39.622
50668,673.42,62.451,27.07,19.974,10.757,6.3043,8.6413,10.04,9.8623
32817,3755.5,432.37,71.725,6.5633,2.1827,14.669,45.063,2.1827,2.1827
1.2128e+05,2878.9,490.9,75.201,37.905,23.44,23.44,20.493,2.1838,2.1838
73912,1.0609e+05,4480.2,748.53,498.76,430.85,332.15,383.34,534.43,580.88
31964,1.4082e+05,29846,6592.6,2036.3,1171.1,1913.3,5120,45691,48763
1.7125e+05,3.3604e+05,11261,2569.1,2896.9,1928.3,3457.1,9190.6,11077,15815
14584,39946,3191.7,2796.6,6635.5,2292.6,1752.1,1730.8,4978.9,13711
1.5794e+05,19384,5610.6,2344.8,965.93,406.75,297.71,359.21,481.06,118.17
64000,44357,35087,12065,8847.4,1846.3,580.86,191.89,29.21,3.2743
48056,1.2112e+05,1.586e+05,2.6567e+05,2.2708e+05,3.4685e+05,76537,65864,1.4664e+05,1.4868e+05
54323,54589,93839,1.2845e+05,1.8481e+05,96502,27489,34013,71475,71311
1.3087e+05,68772,2845.5,752.79,223.38,95.179,47.355,35.671,65.786,153.41
54016,84603,49029,4989.4,2227.6,634.22,512.26,426.23,763.72,1973.2
32000,32000,4823.5,405.8,212.79,263.95,449.5,953.68,768,825.8
32000,39670,5273.6,1407,2669.6,1523.7,1412.2,1295.4,2100.5,2079.6
72468,1.5364e+05,1.8309e+05,71516,36630,21925,21969,36794,31662,8981.9
83538,1.7748e+05,3.7618e+05,1.0497e+05,33669,19182,27680,24529,39556,57868
73774,1.4778e+05,7986.6,805.93,272.76,142.3,102.48,122.56,197.59,780.76
14097,33300,23009,901.12,150.26,72.015,33.164,37.248,44.655,90.303
1.1047e+05,1.099e+05,8422.4,5128,4012,3897.2,4094.6,4772,2383.9,1363.6
1.2321e+05,99983,2748.1,1764.3,404.28,337.06,534.01,797.39,1610,1942
69110,4.3172e+05,38964,5258.5,5036.6,2778.3,2273.4,3233,4821.3,1394.8
74762,2.2036e+05,5.7213e+05,1.0125e+06,9.1816e+05,4.368e+05,2.7809e+05,2.3293e+05,9.2865e+05,68095
46500,34243,2396.3,572.51,206.13,172.71,311.41,254.26,252.32,327.87
1.6609e+05,6121.1,3619.4,4533.8,4623.9,4709.1,6778,16496,24730,5851
28727,663.74,210.61,83.198,76.621,79.506,64.365,178.15,281.26,284.69
64000,64000,49178,89600,47693,6334,7548.2,11641,59008,64000
38461,36905,5010.8,234,83.619,40.838,41.778,31.522,13.368,6.1425
47406,2082.4,360.08,85.046,4.4995,2.224,2.224,2.224,2.224,2.224
1.196e+05,25272,8153.2,3270.3,2683.8,2075.6,1488.8,1765,2532.4,2331.4
41677,1014.5,459.59,184.32,133.49,78.873,68.216,94.732,102.3,168.67
1.1377e+05,2.9966e+05,96174,11230,2508,1314.2,955.65,1281.5,2087.1,1542.3
30036,53714,42982,14956,980.61,636.38,1280.9,2289.1,2029.9,1051.4
73114,36727,1492.8,317.14,362.01,523.72,1060.6,1941.1,2128.6,4756.3
64000,69064,84152,67758,1.1827e+05,73318,92365,81019,74752,85289
71183,1.1942e+05,3527.7,231.73,64.751,71.164,93.925,102.15,99.375,42.897
63642,73871,58665,2188.6,128.83,25.565,50.235,37.584,124.49,137.74
16000,16000,26452,2006.5,152.57,77.452,414.8,1195.3,489.61,2023.4
29691,8.5197e+05,223.93,1.5881,1.2571,1.2571,5.4805,6.6415,9.5558,16.422
16000,21524,4096,163.39,19.529,1.0914,1.0914,5.3571,23.236,67.869
45302,51098,8020,9088.6,7942.1,3124.1,1921.4,1139.7,1361,1325.3
24522,2019.6,1029.4,596.2,302.67,379.69,422.62,443.28,875.84,696.96
43781,6906.9,1591.9,1129.8,1130.2,993.86,902.56,946.92,621.14,467.53
1.1452e+05,1.6495e+05,2.5149e+05,1.8932e+05,1.9268e+05,1.758e+05,80527,49644,15252,1617.3
